Are you able to go for a walk?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Can you feed the cat?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to put out a fire?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to play a game?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to play a dvd?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to paint my house?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to mow the lawn?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to make a call?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to listen to the radio?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to jump rope?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to go to the moon?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to scratch my back?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to go on vacation?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to send a package?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to get a haircut?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to feed the cat?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to draw something?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to draw a picture?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to do my homework?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to do my chores?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to dance?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to cook dinner?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to check my email?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
Are you able to change the channel?	Thank you! What else would you like to ask me about the study?	qna_chitchat_professional_english2.tsv.txt		[]	false	[]	126
